readingGUID,unitGUID,mUnitGUID,sensorGUID,analogID,readingValue,recharge,cyclePulses,readingStart,readingStop,dp,sensorGUID,sensorName,unitGUID,unitID,unitName,common_name,mUnitGUID,mUnitName,requestGUID,alarmGUID,readingGUID,outputGUID,lastUpdate,outputGUID,unitGUID,modeGUID,statusGUID,outputID,outputName,highState,lowState,statusGUID,statusID,statusName,modeGUID,modeID,modeName,requestGUID,unitGUID,modeGUID,success,requestMessage,requestNow,requestName,tz,updateCycle,alarmGUID,unitGUID,typeGUID,statusGUID,mUnitGUID,alarmID,alarmName,healthyName,faultyName,pulseTotal,typeGUID,typeID,typeName
07B1BAF7-5ACE-44F9-B4C1-F17619FECE7E,1EACD438-8E80-4794-8D94-82FF43C3825F,AE66ACEE-EC04-4F20-9B13-DC664316A1BC,DB95F0F1-7437-4E89-BD2E-14CDF38F83FD,1,168,1000,0,750,700,0,DB95F0F1-7437-4E89-BD2E-14CDF38F83FD,S001 Level,1EACD438-8E80-4794-8D94-82FF43C3825F,528,S24 Main Panel PH2,S24 Main Panel PH2,AE66ACEE-EC04-4F20-9B13-DC664316A1BC,mm,NULL,NULL,07B1BAF7-5ACE-44F9-B4C1-F17619FECE7E,NULL,2022-01-17 10:29:51.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,06311CE1-8943-4BF6-8568-448267B7BCDC,2022-01-17 10:29:51.000,06311CE1-8943-4BF6-8568-448267B7BCDC,1EACD438-8E80-4794-8D94-82FF43C3825F,D86D2C55-BD43-419E-A7E5-F4A74D372EAD,33B0580F-8334-4764-8E5B-B53B03A7CB7D,2,S001 Mains Water In,On,Off,33B0580F-8334-4764-8E5B-B53B03A7CB7D,0,NULL,D86D2C55-BD43-419E-A7E5-F4A74D372EAD,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86BC6D01-D507-4D24-BB82-DED0CF7A8E52,2022-01-17 10:29:49.000,86BC6D01-D507-4D24-BB82-DED0CF7A8E52,87029B67-0741-4591-AC7F-9E8AB6D431FA,9D99FC42-8DAC-4D1D-B3D8-B4C33B3CEA71,DE02B7EB-90CB-4D61-882D-319C463715B3,0,Grey Wall Solenoid,On,Off,DE02B7EB-90CB-4D61-882D-319C463715B3,1,NULL,9D99FC42-8DAC-4D1D-B3D8-B4C33B3CEA71,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,598A6CC5-05F3-4071-B96C-1EBCEBB31380,2022-01-17 10:29:49.000,598A6CC5-05F3-4071-B96C-1EBCEBB31380,87029B67-0741-4591-AC7F-9E8AB6D431FA,D86D2C55-BD43-419E-A7E5-F4A74D372EAD,33B0580F-8334-4764-8E5B-B53B03A7CB7D,2,Red Wall Solenoid,On,Off,33B0580F-8334-4764-8E5B-B53B03A7CB7D,0,NULL,D86D2C55-BD43-419E-A7E5-F4A74D372EAD,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2E24BDCA-E9B5-43ED-A43C-D19AEB01D6B6,2022-01-17 10:29:49.000,2E24BDCA-E9B5-43ED-A43C-D19AEB01D6B6,87029B67-0741-4591-AC7F-9E8AB6D431FA,D86D2C55-BD43-419E-A7E5-F4A74D372EAD,33B0580F-8334-4764-8E5B-B53B03A7CB7D,3,Blue Wall Solenoid,On,Off,33B0580F-8334-4764-8E5B-B53B03A7CB7D,0,NULL,D86D2C55-BD43-419E-A7E5-F4A74D372EAD,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,EF8EE6E0-C0C0-49EB-9E85-E053CDABE4F2,2022-01-17 10:29:49.000,EF8EE6E0-C0C0-49EB-9E85-E053CDABE4F2,87029B67-0741-4591-AC7F-9E8AB6D431FA,D86D2C55-BD43-419E-A7E5-F4A74D372EAD,33B0580F-8334-4764-8E5B-B53B03A7CB7D,1,Green Wall Solenoid,On,Off,33B0580F-8334-4764-8E5B-B53B03A7CB7D,0,NULL,D86D2C55-BD43-419E-A7E5-F4A74D372EAD,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C4670933-914A-4EA6-8EDE-EC1F4D5695E0,NULL,NULL,2022-01-17 10:29:49.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C4670933-914A-4EA6-8EDE-EC1F4D5695E0,87029B67-0741-4591-AC7F-9E8AB6D431FA,CB57C0A8-858E-463E-A9FD-DEA38651A4EE,33B0580F-8334-4764-8E5B-B53B03A7CB7D,C404BE8A-40AA-43AE-99B0-0E837F84BA33,0,Grey Wall Flow,Healthy,Alarm,21.71,CB57C0A8-858E-463E-A9FD-DEA38651A4EE,2,NULL
12384B6E-25D5-4295-A649-A6A41656B403,6FF33116-2BA9-4217-9B38-777F1A03B95D,C19BEB92-BD1D-49D9-8B25-02DA1CCF3819,61743A91-4C9A-42AA-86DE-649AA30CB680,2,75.9,120,0.3,5,15,1,61743A91-4C9A-42AA-86DE-649AA30CB680,Moisture Sensor 1,6FF33116-2BA9-4217-9B38-777F1A03B95D,526,Control Panel 2 PH1,Control Panel 2 PH1,C19BEB92-BD1D-49D9-8B25-02DA1CCF3819,%,NULL,NULL,12384B6E-25D5-4295-A649-A6A41656B403,NULL,2022-01-17 10:29:42.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
52609DC4-F1BC-4620-8F9D-A671EC0E8407,6FF33116-2BA9-4217-9B38-777F1A03B95D,C19BEB92-BD1D-49D9-8B25-02DA1CCF3819,1506A486-DFBD-4EA4-B6CF-DCADDF944915,3,124.5,120,0.3,5,15,1,1506A486-DFBD-4EA4-B6CF-DCADDF944915,Moisture Sensor 2,6FF33116-2BA9-4217-9B38-777F1A03B95D,526,Control Panel 2 PH1,Control Panel 2 PH1,C19BEB92-BD1D-49D9-8B25-02DA1CCF3819,%,NULL,NULL,52609DC4-F1BC-4620-8F9D-A671EC0E8407,NULL,2022-01-17 10:29:42.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1512CCD3-B8DD-49F8-AFEB-0AB433256FD9,NULL,NULL,NULL,2022-01-17 10:29:42.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1512CCD3-B8DD-49F8-AFEB-0AB433256FD9,6FF33116-2BA9-4217-9B38-777F1A03B95D,57BFE031-3592-4483-ADCD-6549356182E8,1,Reading Good,2022-01-17 10:30:03.000,Control Panel 2 PH1,Europe/London,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
233BD823-9F68-464E-B0AA-3E0BBC904637,6FF33116-2BA9-4217-9B38-777F1A03B95D,AE66ACEE-EC04-4F20-9B13-DC664316A1BC,FC273DCD-9517-4023-B0E0-340AFDAB54FC,0,274,1000,0,90,50,0,FC273DCD-9517-4023-B0E0-340AFDAB54FC,Level 1,6FF33116-2BA9-4217-9B38-777F1A03B95D,526,Control Panel 2 PH1,Control Panel 2 PH1,AE66ACEE-EC04-4F20-9B13-DC664316A1BC,mm,NULL,NULL,233BD823-9F68-464E-B0AA-3E0BBC904637,NULL,2022-01-17 10:29:42.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A47AB249-0F06-4683-B408-BC6E28D359F1,2022-01-17 10:29:42.000,A47AB249-0F06-4683-B408-BC6E28D359F1,6FF33116-2BA9-4217-9B38-777F1A03B95D,D86D2C55-BD43-419E-A7E5-F4A74D372EAD,33B0580F-8334-4764-8E5B-B53B03A7CB7D,2,Solenoid Valve 1 (OP2),On,Off,33B0580F-8334-4764-8E5B-B53B03A7CB7D,0,NULL,D86D2C55-BD43-419E-A7E5-F4A74D372EAD,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,464B0565-13F0-4493-8361-3234BAEBDD3A,NULL,NULL,NULL,2022-01-17 10:29:42.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,464B0565-13F0-4493-8361-3234BAEBDD3A,DFACE510-E78A-4238-B7BD-078DE382A948,57BFE031-3592-4483-ADCD-6549356182E8,1,Reading Good,2022-01-17 10:30:02.000,Control Panel 5 PH1,Europe/London,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C9B07F03-73D1-421E-AAE6-959CA3D34C7E,DFACE510-E78A-4238-B7BD-078DE382A948,46355CE1-43DC-42D4-A098-194929094116,C22615F9-62AA-40AA-8F47-2C3EEC647E9C,0,0.13,30,0,0.05,0.09,2,C22615F9-62AA-40AA-8F47-2C3EEC647E9C,Sunken Planter Level,DFACE510-E78A-4238-B7BD-078DE382A948,524,Control Panel 5 PH1,Control Panel 5 PH1,46355CE1-43DC-42D4-A098-194929094116,M,NULL,NULL,C9B07F03-73D1-421E-AAE6-959CA3D34C7E,NULL,2022-01-17 10:29:42.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F8501B59-F4A3-4537-9AD8-7C190FC38CD6,DFACE510-E78A-4238-B7BD-078DE382A948,C19BEB92-BD1D-49D9-8B25-02DA1CCF3819,5B111000-F4DF-4AF6-92DD-05A850146131,1,26,120,0.15,20,30,0,5B111000-F4DF-4AF6-92DD-05A850146131,Live Wall,DFACE510-E78A-4238-B7BD-078DE382A948,524,Control Panel 5 PH1,Control Panel 5 PH1,C19BEB92-BD1D-49D9-8B25-02DA1CCF3819,%,NULL,NULL,F8501B59-F4A3-4537-9AD8-7C190FC38CD6,NULL,2022-01-17 10:29:42.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35C287AF-E257-4CC4-99EF-CFDF26CA684C,2022-01-17 10:29:42.000,35C287AF-E257-4CC4-99EF-CFDF26CA684C,DFACE510-E78A-4238-B7BD-078DE382A948,D86D2C55-BD43-419E-A7E5-F4A74D372EAD,33B0580F-8334-4764-8E5B-B53B03A7CB7D,0,Sunken Planter Solenoid,On,Off,33B0580F-8334-4764-8E5B-B53B03A7CB7D,0,NULL,D86D2C55-BD43-419E-A7E5-F4A74D372EAD,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18899A5C-C5DC-49E4-86FC-E4121AA1C865,2022-01-17 10:29:42.000,18899A5C-C5DC-49E4-86FC-E4121AA1C865,DFACE510-E78A-4238-B7BD-078DE382A948,D86D2C55-BD43-419E-A7E5-F4A74D372EAD,33B0580F-8334-4764-8E5B-B53B03A7CB7D,1,Live Wall Solenoid,On,Off,33B0580F-8334-4764-8E5B-B53B03A7CB7D,0,NULL,D86D2C55-BD43-419E-A7E5-F4A74D372EAD,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0A379EE1-621C-4B0A-B149-FB4D51C18924,1F2955DE-BF3C-4BB5-869F-68225A757754,C19BEB92-BD1D-49D9-8B25-02DA1CCF3819,657AAB0E-2AF2-43B9-8328-7AB99CE13B9A,0,73,240,0.15,40,50,0,657AAB0E-2AF2-43B9-8328-7AB99CE13B9A,Tree,1F2955DE-BF3C-4BB5-869F-68225A757754,531,8C:EF:8C:0D:2F:8F,Roof top irrigation 2,C19BEB92-BD1D-49D9-8B25-02DA1CCF3819,%,NULL,NULL,0A379EE1-621C-4B0A-B149-FB4D51C18924,NULL,2022-01-17 10:29:39.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F38BB101-BED3-4B32-AB5C-0BA5118D643F,2022-01-17 10:29:39.000,F38BB101-BED3-4B32-AB5C-0BA5118D643F,1F2955DE-BF3C-4BB5-869F-68225A757754,D86D2C55-BD43-419E-A7E5-F4A74D372EAD,33B0580F-8334-4764-8E5B-B53B03A7CB7D,2,"Sedum ",On,Off,33B0580F-8334-4764-8E5B-B53B03A7CB7D,0,NULL,D86D2C55-BD43-419E-A7E5-F4A74D372EAD,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ED492E3E-04E4-46E5-B842-13795E1364A3,1F2955DE-BF3C-4BB5-869F-68225A757754,C19BEB92-BD1D-49D9-8B25-02DA1CCF3819,43852C83-8D82-4A47-B69A-6F4279E10B64,1,128,240,0.15,50,60,0,43852C83-8D82-4A47-B69A-6F4279E10B64,"Ignition-mix ",1F2955DE-BF3C-4BB5-869F-68225A757754,531,8C:EF:8C:0D:2F:8F,Roof top irrigation 2,C19BEB92-BD1D-49D9-8B25-02DA1CCF3819,%,NULL,NULL,ED492E3E-04E4-46E5-B842-13795E1364A3,NULL,2022-01-17 10:29:39.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EC4F74F2-D8BB-4C56-97D7-E4437895CF3F,1F2955DE-BF3C-4BB5-869F-68225A757754,C19BEB92-BD1D-49D9-8B25-02DA1CCF3819,789C4CEB-3BB0-4489-95A2-09752919FC36,2,128,240,0.15,50,60,0,789C4CEB-3BB0-4489-95A2-09752919FC36,Sedum,1F2955DE-BF3C-4BB5-869F-68225A757754,531,8C:EF:8C:0D:2F:8F,Roof top irrigation 2,C19BEB92-BD1D-49D9-8B25-02DA1CCF3819,%,NULL,NULL,EC4F74F2-D8BB-4C56-97D7-E4437895CF3F,NULL,2022-01-17 10:29:39.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,94CDC54C-79E4-4C4B-8EFA-9DB791332E81,NULL,NULL,NULL,2022-01-17 10:29:39.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,94CDC54C-79E4-4C4B-8EFA-9DB791332E81,1F2955DE-BF3C-4BB5-869F-68225A757754,57BFE031-3592-4483-ADCD-6549356182E8,1,Reading Good,2022-01-17 10:30:04.000,8C:EF:8C:0D:2F:8F,Europe/London,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4F541632-AF04-4E2F-BA97-875318D87575,2022-01-17 10:29:39.000,4F541632-AF04-4E2F-BA97-875318D87575,1F2955DE-BF3C-4BB5-869F-68225A757754,D86D2C55-BD43-419E-A7E5-F4A74D372EAD,33B0580F-8334-4764-8E5B-B53B03A7CB7D,0,"Tree soilnoid ",On,Off,33B0580F-8334-4764-8E5B-B53B03A7CB7D,0,NULL,D86D2C55-BD43-419E-A7E5-F4A74D372EAD,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D4A9E9D3-0F2A-49C3-857F-DCEE3A6DF0B9,2022-01-17 10:29:39.000,D4A9E9D3-0F2A-49C3-857F-DCEE3A6DF0B9,1F2955DE-BF3C-4BB5-869F-68225A757754,D86D2C55-BD43-419E-A7E5-F4A74D372EAD,33B0580F-8334-4764-8E5B-B53B03A7CB7D,1,Ignition-mix,On,Off,33B0580F-8334-4764-8E5B-B53B03A7CB7D,0,NULL,D86D2C55-BD43-419E-A7E5-F4A74D372EAD,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61759377-24BE-4BC0-815D-C8384B8BE316,9B6FFCCE-2D2C-47FB-97CB-0B53DD99E2EC,AE66ACEE-EC04-4F20-9B13-DC664316A1BC,6B72EE6F-43C3-4D31-BC07-C11BDAC355D6,1,693,1000,0,20,30,0,6B72EE6F-43C3-4D31-BC07-C11BDAC355D6,"Level ",9B6FFCCE-2D2C-47FB-97CB-0B53DD99E2EC,523,Control Panel 1 PH1,Control Panel 1 PH1,AE66ACEE-EC04-4F20-9B13-DC664316A1BC,mm,NULL,NULL,61759377-24BE-4BC0-815D-C8384B8BE316,NULL,2022-01-17 10:29:33.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5CA97D1D-B86C-42A8-B7F7-1C867B3D76B4,NULL,NULL,NULL,2022-01-17 10:29:33.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5CA97D1D-B86C-42A8-B7F7-1C867B3D76B4,9B6FFCCE-2D2C-47FB-97CB-0B53DD99E2EC,57BFE031-3592-4483-ADCD-6549356182E8,1,Reading Good,2022-01-17 10:30:02.000,Control Panel 1 PH1,Europe/London,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
97DC5493-1101-4499-905E-A3CC6835A630,9B6FFCCE-2D2C-47FB-97CB-0B53DD99E2EC,C19BEB92-BD1D-49D9-8B25-02DA1CCF3819,CB489E76-8FC5-463B-9989-DE53B3990F2A,3,-12,120,0.3,5,15,0,CB489E76-8FC5-463B-9989-DE53B3990F2A,Moisture Sensor 3,9B6FFCCE-2D2C-47FB-97CB-0B53DD99E2EC,523,Control Panel 1 PH1,Control Panel 1 PH1,C19BEB92-BD1D-49D9-8B25-02DA1CCF3819,%,NULL,NULL,97DC5493-1101-4499-905E-A3CC6835A630,NULL,2022-01-17 10:29:33.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AD54047E-6E75-4F21-B2AB-AA5B10DAAD41,9B6FFCCE-2D2C-47FB-97CB-0B53DD99E2EC,C19BEB92-BD1D-49D9-8B25-02DA1CCF3819,1506A486-DFBD-4EA4-B6CF-DCADDF944915,2,131,120,0.3,10,20,0,1506A486-DFBD-4EA4-B6CF-DCADDF944915,Moisture Sensor 2,9B6FFCCE-2D2C-47FB-97CB-0B53DD99E2EC,523,Control Panel 1 PH1,Control Panel 1 PH1,C19BEB92-BD1D-49D9-8B25-02DA1CCF3819,%,NULL,NULL,AD54047E-6E75-4F21-B2AB-AA5B10DAAD41,NULL,2022-01-17 10:29:33.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
B332EEDD-F8F1-4429-9C45-B3FCB7AE711C,AD1C5729-257E-4120-B593-D78C7B1AF4B7,C19BEB92-BD1D-49D9-8B25-02DA1CCF3819,61A764A7-8EBD-425A-A8EC-FDE99666E3A9,0,2,240,0.15,25,30,0,61A764A7-8EBD-425A-A8EC-FDE99666E3A9,Climbers,AD1C5729-257E-4120-B593-D78C7B1AF4B7,530,8C:5C:E4:E0:79:6D,Roof top irrigation 1,C19BEB92-BD1D-49D9-8B25-02DA1CCF3819,%,NULL,NULL,B332EEDD-F8F1-4429-9C45-B3FCB7AE711C,NULL,2022-01-17 10:29:31.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7341D269-AD7B-4615-AE57-754E7BDD5F14,AD1C5729-257E-4120-B593-D78C7B1AF4B7,C19BEB92-BD1D-49D9-8B25-02DA1CCF3819,E15A2D5B-FFB3-4049-AD7D-24FCF6CF71BF,2,57,240,0.15,30,35,0,E15A2D5B-FFB3-4049-AD7D-24FCF6CF71BF,"Planters ",AD1C5729-257E-4120-B593-D78C7B1AF4B7,530,8C:5C:E4:E0:79:6D,Roof top irrigation 1,C19BEB92-BD1D-49D9-8B25-02DA1CCF3819,%,NULL,NULL,7341D269-AD7B-4615-AE57-754E7BDD5F14,NULL,2022-01-17 10:29:31.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2F964C6E-CDD3-4F74-BCF4-6696285B9CD1,AD1C5729-257E-4120-B593-D78C7B1AF4B7,C19BEB92-BD1D-49D9-8B25-02DA1CCF3819,CF2B25F5-07E7-46DE-94B5-0680350B7C22,3,127,240,0.15,50,60,0,CF2B25F5-07E7-46DE-94B5-0680350B7C22,"Meadow ",AD1C5729-257E-4120-B593-D78C7B1AF4B7,530,8C:5C:E4:E0:79:6D,Roof top irrigation 1,C19BEB92-BD1D-49D9-8B25-02DA1CCF3819,%,NULL,NULL,2F964C6E-CDD3-4F74-BCF4-6696285B9CD1,NULL,2022-01-17 10:29:31.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
